sample number,Cumulative Oil (M m3)_1,Cumulative Oil (M m3)_3,Cumulative Oil (M m3)_5,Cumulative Oil (M m3)_7,Cumulative Oil (M m3)_9,Cumulative Oil (M m3)_11,Oil Rate (m3/day)_1,Oil Rate (m3/day)_3,Oil Rate (m3/day)_5,Oil Rate (m3/day)_7,Oil Rate (m3/day)_9,Oil Rate (m3/day)_11,Initial Sw
1012,0.00188105,72.935,135.67,192.24,245.91,294.48,2708.7,1125.3,1001.7,927.44,865.54,796.36,0.21
1013,0.00286664,111.26,208.63,298.44,382.91,458.92,4128.0,1748.5,1596.2,1472.3,1362.4,1246.1,0.17
1014,0.000754653,32.751,64.682,95.657,126.24,155.52,1086.7,542.03,523.46,507.8,493.33,479.93,0.24
1015,0.00116418,40.212,77.625,113.61,148.93,182.56,1676.4,643.67,613.31,589.97,569.67,551.34,0.2
1016,0.000895633,43.867,85.443,125.3,164.25,201.2,1289.7,716.92,681.58,653.32,628.32,605.66,0.24
1017,0.00123718,53.649,104.06,152.26,199.21,243.54,1781.6,869.8,826.36,790.25,757.25,726.75,0.25
1018,0.00241292,82.687,153.43,216.34,274.37,327.12,3474.6,1264.4,1130.2,1031.3,935.9,864.82,0.26
1019,0.00221636,80.171,151.41,217.88,281.22,338.57,3191.6,1267.0,1167.8,1089.8,1021.6,940.22,0.2
1020,0.00156776,60.476,114.09,164.46,212.88,258.15,2257.6,951.0,878.98,825.6,781.09,742.12,0.22
1021,0.00177955,70.518,133.75,193.27,250.46,303.85,2562.6,1115.1,1036.6,975.61,922.57,875.14,0.19
1022,0.00203419,88.279,164.33,232.11,295.73,353.87,2929.3,1371.5,1211.7,1111.2,1026.1,953.17,0.17
1023,0.00519886,186.64,344.17,478.01,589.52,684.92,7486.4,2903.5,2487.3,2090.5,1798.4,1563.9,0.22
1024,0.000429896,15.717,30.699,45.411,60.132,74.409,619.05,252.0,245.6,241.19,237.44,234.05,0.19
1025,0.017361,1311.5,2203.2,2760.2,3206.6,3592.0,25000.0,19026.0,12359.0,8189.6,6975.1,6317.7,0.17
1026,0.00105436,49.455,95.791,140.12,183.44,224.53,1518.3,804.19,759.61,726.77,698.69,673.52,0.21
1027,2.07562e-05,0.96664,1.8408,2.6844,3.5211,4.3296,29.889,15.194,14.331,13.83,13.495,13.253,0.21
1028,0.000241607,11.629,23.147,34.541,46.012,57.198,347.92,191.85,188.82,186.79,185.02,183.36,0.23
1029,0.00182354,84.151,164.07,239.98,313.3,381.91,2625.9,1385.3,1310.1,1244.5,1182.5,1124.8,0.2
1030,0.00320208,122.84,230.08,324.28,409.75,484.1,4611.0,1927.6,1707.2,1544.2,1378.7,1218.8,0.22
1031,1.53737e-05,0.78513,1.5541,2.3196,3.0961,3.859,22.138,12.755,12.606,12.55,12.523,12.507,0.23
1032,0.00319329,112.4,209.67,298.64,379.43,451.43,4598.4,1755.3,1594.5,1458.5,1303.2,1180.2,0.19
1033,0.000464739,23.586,46.935,69.878,92.807,115.0,669.23,390.7,382.77,376.12,369.82,363.8,0.24
1034,0.000846385,34.287,63.553,90.378,116.35,140.93,1218.8,523.28,468.18,439.75,418.91,402.92,0.21
1035,0.000195285,10.655,21.382,32.004,42.706,53.149,281.21,178.17,175.84,174.13,172.61,171.2,0.19
1036,0.00137235,53.273,103.05,150.62,196.89,240.54,1976.2,858.97,816.07,779.72,746.36,715.53,0.2
1037,0.00276355,112.14,211.43,302.67,388.17,465.94,3979.5,1791.1,1627.7,1495.7,1379.0,1275.0,0.2
1038,0.00376386,130.96,238.46,331.02,411.87,483.19,5420.0,1966.3,1703.8,1465.5,1303.9,1169.2,0.25
1039,0.00118559,41.231,77.812,112.71,146.8,179.08,1707.3,639.45,599.68,572.08,549.77,529.2,0.19
1040,2.59496e-06,0.17556,0.35393,0.53213,0.71315,0.89119,3.7368,2.9315,2.9242,2.9212,2.9197,2.9187,0.26
1041,0.00117361,52.455,102.08,149.62,195.98,239.8,1690.0,853.0,813.44,779.4,747.77,718.3,0.25
1042,1.59313e-05,0.83539,1.6233,2.3873,3.1455,3.8772,22.941,13.521,12.917,12.525,12.23,11.994,0.26
1043,0.00312262,125.02,237.17,340.99,438.75,527.99,4496.6,1994.0,1838.5,1702.0,1576.7,1462.9,0.17
1044,0.000136504,7.5517,15.073,22.525,30.043,37.392,196.57,125.27,123.3,122.16,121.26,120.47,0.25
1045,0.00140866,65.109,126.15,184.17,240.35,293.12,2028.5,1058.6,1000.7,951.15,906.13,865.06,0.22
1046,0.000174051,7.9829,15.893,23.745,31.677,39.436,250.63,131.19,129.67,128.72,127.93,127.21,0.18
1047,0.00127749,52.114,101.19,148.02,193.56,236.52,1839.6,849.65,804.5,767.67,734.58,704.31,0.23
1048,0.0017597,73.921,143.39,209.42,273.22,332.97,2534.0,1202.9,1138.9,1082.3,1029.1,979.55,0.26
1049,0.000536654,22.66,44.747,66.363,87.907,108.72,772.79,372.31,362.08,354.36,347.48,341.12,0.21
1050,0.00011103,4.7941,9.5363,14.248,19.015,23.688,159.88,78.741,77.741,77.238,76.89,76.598,0.17
